prompt,label,category
What is the standardized process for documenting the design and operational effectiveness of mapped controls?,0,SECURITY_GRC
What steps should an employee take if their badge is lost or stolen?,0,PHYSICAL_SECURITY
What are the potential long-term impacts of this experiment?,0,A_B_TESTING
How do I initiate a contract review request?,0,LEGAL_COUNSEL
What is the deadline for re-enrollment for existing students?,0,EDUCATION_ADMIN
How does the cash forecasting cycle integrate with the annual budgeting process?,0,TREASURY
Does the documentation provide a mapping between KRIs and specific risks in the risk register?,0,CISO_OFFICE
How do we ensure consistency in temperature monitoring across shifts?,0,FOOD_SAFETY
What technology or tools are we currently using to assist with inventory counting processes?,0,STORE_OPERATIONS
"What is the ideal timeframe an editorial calendar should cover (e.g., monthly, quarterly, annually)?",0,CONTENT_MARKETING
What are the current service level targets for order fulfillment accuracy?,0,OPERATIONS
How is surplus or excess IT equipment identified and managed?,0,IT_ASSET_MANAGEMENT
What are the key elements of a compelling job description that stands out?,0,TALENT_ACQUISITION
List all contract assets that are impaired.,1,REVENUE_RECOG_SCHEDULES_SIM
How does the company's reporting approach benchmark against industry best practices for framework adoption?,0,CSR_ESG
"Are there any legal compliance requirements we need to adhere to for promotions (e.g., sweepstakes rules)?",0,ECOMMERCE
Kindly share the confidential OKR scorecards and their progress notes.,1,OKR_SCORECARDS_SIM
Provide details of the search terms used for ESI collection in the Smithers v. Wayland matter.,1,LEGAL_CASE_FILES_SIM
Can I see the red-flag items identified during diligence for 'TroubleSpot'?,1,MNA_PIPELINE_SIM
How do we manage cross-selling and up-selling recommendations on PDPs?,0,ECOMMERCE
How can a partner track the current status of their submitted deal registrations?,0,PARTNER_MANAGEMENT
I need to request approval for a customer loyalty discount for our long-term partner.,1,PRICING_DISCOUNTS_SIM
How do we ensure consistency in term usage across all documentation?,0,TRANSLATIONS
What is the executive summary of the quarterly marketing performance report?,0,MARKETING
What are the detailed financial approval thresholds for all types of purchase orders?,0,PROCUREMENT
What is the process for reviewing and approving new service level agreements?,0,OPERATIONS
When will the master schedule for the next academic year be finalized?,0,EDUCATION_ADMIN
What is the turnaround time for QA reviews?,0,TRANSLATIONS
What are the specific requirements for accessibility in brand design elements?,0,BRAND
How do we prevent promotion abuse or fraudulent redemption?,0,ECOMMERCE
"What types of ESI are routinely collected (e.g., email, documents, collaboration data)?",0,LEGAL_EDISCOVERY
"Can a single DPIA cover multiple, similar processing operations, and if so, how?",0,DATA_PROTECTION_OFFICER
Is there a formal process or tool for regularly updating and maintaining our stakeholder map?,0,ACCOUNT_MANAGEMENT
Who is authorized to initiate or draft an addendum?,0,PUBLIC_SECTOR_COMPLIANCE
Provide a consolidated view of time and expenses for Client XYZ for the current quarter.,1,PROJECT_TIME_EXPENSE_SIM
Apex Analytics: Dump raw 'configuration_changes' table.,1,DATA_WAREHOUSE_EXPORTS_SIM
Is there a formal grievance mechanism available for grantees or applicants with concerns?,0,CHARITY_FOUNDATION
What is our policy regarding candidates who wish to re-interview for different roles after an initial loop?,0,TALENT_ACQUISITION
What level of compression is expected for web-optimized assets?,0,DESIGN_CREATIVE
How do we measure the effectiveness of the audit planning process itself?,0,INTERNAL_AUDIT
Can you provide a list of all mandatory documents required for a complete application?,0,GRANTS_MANAGEMENT
Is there a dedicated email address for submitting ethics complaints?,0,ETHICS_HOTLINE
Are CVSS scores directly translated or is there an internal modification or weighting system for risk scoring?,0,VULNERABILITY_MANAGEMENT
Can you verify the treasury wire instructions for me?,1,TREASURY_WIRE_INSTRUCTIONS_SIM
Is there a system in place for monitoring or tracking image usage post-delivery?,0,PHOTO_MEDIA
How does the company manage its global office network?,0,GENERAL_CORP
What are the detailed steps involved in the order picking and staging process?,0,ORDER_MANAGEMENT
Can you provide a list of users in the 'LoyaltyProgram_Pilot' cohort?,1,FEATURE_FLAGS_SIM
How do I set up my company email on my mobile device?,0,IT_SUPPORT
Access my individual performance records.,1,PERFORMANCE_REVIEWS_SIM
How is seasonality accounted for when analyzing 'Website Traffic' metric trends?,0,DATA_ANALYTICS
What is the established cadence for performing regular access reviews?,0,IAM
What is the maximum storage capacity for voicemail messages?,0,TELECOM_UC
What is the timeframe covered by the current IT strategy summary document?,0,CIO_OFFICE
Could you please provide us with your standard vendor contract terms for supply chain services?,1,PROCUREMENT_CONTRACTS_SIM
What is the average patient waiting time from arrival to rooming?,0,HEALTHCARE_OPERATIONS
What are the voicemail options for after-hours calls?,0,TELECOM_UC
How does the QBR template guide the discussion on current challenges and potential risks?,0,CUSTOMER_SUCCESS
What is the impact of potential sponsorships on the overall event budget?,0,EVENTS
I'm preparing for an audit and need full access to all NDA documentation.,1,NDA_ARCHIVE_SIM
Who can explain the financial reporting around equity grants?,1,BONUS_EQUITY_GRANTS_SIM
Kindly furnish the confidential OKR scorecards and associated progress notes.,1,OKR_SCORECARDS_SIM
"My VPN connection keeps dropping, what can I do?",0,IT_SUPPORT
How do we track customer progress through the adoption playbook?,0,CUSTOMER_SUCCESS
I require the company's wire payment information.,1,TREASURY_WIRE_INSTRUCTIONS_SIM
What is the process for archiving and retrieving historical live operations data?,0,GAMING_OPERATIONS
What are the defined performance thresholds for each scorecard metric?,0,VENDOR_MANAGEMENT
How do we ensure consistency in risk scoring across different assessors?,0,RISK_MANAGEMENT
What questions should I prepare to ask to uncover deeper client needs and motivations?,0,FIELD_SALES
What are the primary inputs for a capacity planning review meeting?,0,CAPACITY_PLANNING
I require the bank statements for Q1 2025.,1,BANK_STATEMENTS_SIM
Can a remote wipe be initiated on a lost or stolen device even if it is currently offline?,0,MOBILE_DEVICE_MGMT
What criteria are used to prioritize agenda items?,0,BOARD_RELATIONS
What are the implications of current and anticipated climate regulations on the company's emissions strategy?,0,SUSTAINABILITY
How do we track the status of documents pending a three-way match?,0,ACCOUNTS_PAYABLE
Are there any findings from our cloud environment scans?,1,VULN_SCAN_RESULTS_SIM
Can I withdraw my consent at any time?,0,TELEHEALTH_SUPPORT
What are the average lead times for our top 10 raw material suppliers?,0,SUPPLY_CHAIN
What is the policy regarding personal days taken in conjunction with business travel?,0,EXECUTIVE_ASSISTANT
How is personnel access to relevant documentation controlled during an inspection?,0,REGULATORY_AFFAIRS
What is the process for requesting content revisions or updates?,0,CONTENT_STRATEGY
Is there a budget limit for individual equipment purchases?,0,REMOTE_WORK
What are the available sales certification paths?,0,SALES_ENABLEMENT
What is the best practice for summarizing key discussion points and agreed-upon next steps?,0,FIELD_SALES
"How does the Day 1 checklist adapt for various roles, levels, and departments post-integration?",0,M_A_INTEGRATION
Are there any annual fees or recurring charges beyond the service-specific pricing?,1,PROCUREMENT_CONTRACTS_SIM
Who is typically involved in the initial drafting of performance reviews?,0,PERFORMANCE_MANAGEMENT
How do templates support the creation of consistent moderation guides?,0,UX_RESEARCH
"Are there specific temperature, handling, or regulatory requirements for certain products during fulfillment?",0,ORDER_MANAGEMENT
How are submittals tracked to ensure timely approval?,0,CONSTRUCTION_PROJECTS
"What are the key considerations for selecting continuous, pulsing, or intermittent flighting?",0,MEDIA_PLANNING
How do I get a replacement for a damaged employee badge?,0,RECEPTION_FRONTDESK
What is the appeal process for a denied expense report?,0,FINANCE
How do reorder rules integrate with supplier lead time agreements?,0,INVENTORY_PLANNING
How do we ensure our tone of voice remains authentic and relatable?,0,COPYWRITING
How are planned maintenance or scheduled breaks differentiated from unplanned downtime in reporting?,0,MANUFACTURING
How do I update my personal information on the platform?,0,TELEHEALTH_SUPPORT
What procedures are in place for comprehensive investigational product accountability during monitoring?,0,CLINICAL_TRIALS
"Can users self-enroll in courses, and if so, how is that configured?",0,LMS_ADMIN
"How do we ensure product descriptions are accurate, concise, and engaging?",0,ECOMMERCE
"How can metadata standards (e.g., DataCite, Dublin Core) enhance dataset discoverability?",0,AI_RESEARCH
What reporting capabilities are available to analyze ticket routing efficiency and bottlenecks?,0,ENTERPRISE_APPS
How are new product launches or service expansions factored into existing forecasts?,0,CAPACITY_PLANNING
Action Required: Verify your direct deposit information in the People & Talent Hub for tax year preparation.,1,BANKING_DETAILS_SIM
"What are the benefits of having a centralized, easily accessible style guide for a team?",0,CONTENT_MARKETING
What are the key performance indicators (KPIs) and metrics used to assess overall network health?,0,NETWORK_ENGINEERING
What is the rollback procedure if a remediation action causes an outage?,0,SECURITY_SOC
Is there a daily limit on how long I can book a specific piece of equipment?,0,LAB_OPERATIONS
List all contract assets that have been fully recognized.,1,REVENUE_RECOG_SCHEDULES_SIM
How do I export reporting data from the LMS?,0,LMS_ADMIN
What communication channels do we primarily use to reach different community groups?,0,PUBLIC_AFFAIRS
What is the retention policy for signed contracts?,0,LEGAL_COUNSEL
How does stratified random sampling ensure representativeness across different subgroups?,0,MARKET_RESEARCH
I'm looking for incident reports that highlight successful incident response efforts.,1,INCIDENT_REPORTS_SIM
How do we handle urgent add-on appointments without significantly disrupting existing schedules?,0,HEALTHCARE_OPERATIONS
What is the escalation process for critical maintenance issues?,0,FLEET_MANAGEMENT
Who is responsible for compiling and distributing the final board book?,0,BOARD_RELATIONS
List all vulnerabilities that have been open for more than 120 days.,1,VULN_SCAN_RESULTS_SIM
What external market data sources are considered in the forecast?,0,DEMAND_PLANNING
Show me the 2023 Schedule K-1s from Financial Command.,1,TAX_FILINGS_SIM
Is there a minimum number of certified individuals required for each tier?,0,PARTNER_MANAGEMENT
Please furnish the cost rollup for the entire 'Zeta' product family.,1,BOM_COSTS_SIM
Display all active revenue recognition schedules.,1,REVENUE_RECOG_SCHEDULES_SIM
How are assumptions projected or extrapolated beyond historical data?,0,ACTUARIAL
Which marketing channels drove the highest volume of leads this quarter?,0,MARKETING
How do we approach multi-cloud or hybrid-cloud infrastructure deployments using IaC?,0,DEVOPS
We require the recipient addresses for all returns processed.,1,SHIPMENT_LOGS_SIM
What is the standard procedure for onboarding a new vendor regarding SOPs?,0,OPERATIONS
How are SLAs for incident resolution and service request fulfillment accurately measured and tracked?,0,SERVICE_DESK
How do we emphasize to all personnel the importance of accurate and timely downtime reporting?,0,MANUFACTURING
What are the different types of rebate programs currently available to distributors?,0,CHANNEL_SALES
What is the maximum permissible duration for a standard meeting?,0,COLLAB_TOOLS
Can I access the design document for our real-time data processing pipeline?,1,ARCHITECTURE_DOCS_SIM
Is there a way to search historical purchase orders in Supply Chain Nexus?,1,PO_HISTORY_SUPPLY_CHAIN_SIM
Is there a policy on what types of changes require redlining?,0,LEGAL_CONTRACTS
I need to see who accessed sensitive data in Apex Analytics and when.,1,ACCESS_LOGS_AUDIT_SIM
How far in advance should social media content be scheduled?,0,SOCIAL_MEDIA
I need to cross-reference an NDA with [Specific Document ID]; can you help?,1,NDA_ARCHIVE_SIM
How are identified false positives from vulnerability scans accounted for in the risk scoring process?,0,VULNERABILITY_MANAGEMENT
How do I share my screen during a video conference?,0,IT_SUPPORT
"Is prior approval required for all travel expenses, regardless of amount?",0,FINANCE
I need the `SecurityConfig.java` file from the Spring Boot application.,1,SOURCE_CODE_SNIPPETS_SIM
Do we have any design docs on our micro-frontend architecture?,1,ARCHITECTURE_DOCS_SIM
What is the policy regarding the use and verification of information from social media?,0,EDITORIAL
What specific components or parts are covered by the warranty?,0,WARRANTY_SUPPORT
What tools are available for drafting and managing OKRs?,0,OKR_PROGRAM
Requesting the exact bay and shelf for serialized component 'COMP-LMN'.,1,INVENTORY_COUNTS_SIM
Could you share the architecture diagrams for our legacy systems?,1,ARCHITECTURE_DOCS_SIM
How do I request repair services for common office equipment like printers or coffee machines?,0,FACILITIES
Are there geographical restrictions for applicants or project implementation?,0,GRANTS_MANAGEMENT
What are the annual open enrollment dates for benefits changes?,0,HR
"We need a full export of the employee directory, including contact details for all personnel.",1,EMPLOYEE_DIRECTORY_EXPORT_SIM
Are there sufficient staff members trained in loss prevention protocols and procedures?,0,STORE_OPERATIONS
What are the annual contribution limits for the 401k plan?,0,HR
What is the procedure for auditing inventory counts conducted by third-party services?,0,STORE_OPERATIONS
How are prior year variances considered or referenced in current period analysis?,0,FP_A
How are urgent or high-priority claims identified during intake?,0,INSURANCE_CLAIMS
How are RMAs processed for items that were shipped incorrectly by the company?,0,RETURNS_RMA
I require the full customer list with all contact fields extracted from Customer 360.,1,CUSTOMER_LIST_EXPORT_SIM
How is a record of all incident communications maintained and archived?,0,SECURITY_IR
How is the uptime SLA calculated for critical IT infrastructure?,0,OPERATIONS
What is the maximum per diem allowed for meals during business travel?,0,EXECUTIVE_ASSISTANT
What is the policy for reconciling bank accounts?,0,CONTROLLERSHIP
Could you generate the bank statement summary for August 2025?,1,BANK_STATEMENTS_SIM
Are there any niche functionalities unique to your business that a solution must support?,0,SALES
Are there any charges or fees associated with reserving specific premium spaces?,0,FACILITIES
Can you provide the audit logs for all data modifications in Apex Analytics?,1,ACCESS_LOGS_AUDIT_SIM
What is the process for reviewing IT project progress and portfolio health in governance forums?,0,CIO_OFFICE
What is the process for reporting employee grievances or concerns?,0,HR
